,hash,message,buggy
6532,622d926,adapt example inputs for TAD and PRD to the change in compute coord/atom,0
6533,7162caf,Squelching output from Makefile,0
6534,1d0e600,formatting improvements and small corrections for timer settings and output discussions,0
6535,d8bc590,Merge pull request #327 from stanmoore1/kokkos_lib_update,0
6536,252e07e,Merge pull request #330 from akohlmey/collected-small-bugfixes,0
6537,b0ebd3e,Merge pull request #1 from akohlmey/pull-310,0
6538,1b9e50c,Merge pull request #331 from timattox/USER-DPD_fix_example_typo,0
6539,e992bfe,remove unused variable,0
6540,03c9c46,add missing KOKKOS_INLINE_FUNCTION attributes,0
6541,672bbbe,add more missing KOKKOS_INLINE_FUNCTION attributes,0
6542,cfe818a,remove unused variables from fix_cmap,0
6543,f0a4ed6,add missing KOKKOS_INLINE_FUNCTION for params,0
6544,6a74a81,consistent #ifdefs for fft3d variable,0
6545,cf95ea0,fft3d: only declare variables when used,0
6546,5b18421,fft3d : remove unused variables,0
6547,5b29515,fft3d: use C++ loop declarations,0
6548,2023fa2,consistent #ifdefs for fft3d variable (2),0
6549,b5d622c,pppm_kokkos: remove unused variables,0
6550,9daf7fb,pppm_kokkos: don't shadow member variables,0
6551,e5d0bde,pppm_kokkos: remove useless statement,0
6552,a5ff354,Merge pull request #351 from timattox/USER-DPD_pair_exp6_bugfix,0
6553,868d95f,Merge pull request #352 from akohlmey/fix-skip-with-ghost-issue,0
6554,5971d4c,Merge pull request #358 from ibaned/warnings,0
6555,851f804,Merge pull request #361 from akohlmey/user-omp-fix-per-atom-data,0
6556,18e5584,Merge pull request #354 from stanmoore1/kokkos_bugfixes,0
6557,f8506fe,sync GHub with SVN,0
6558,09fc8b0,kspace & dihedral can't do their own sync/modify,0
6559,2a6f5e6,more preference of datamask over custom sync,0
6560,5afd3e9,Adding support to npair_kokkos for triclinic-newton-on neighborlists,0
6561,579cc6d,More tweaks to npair_kokkos for triclinic,0
6562,053ee54,remove unused variable,0
6563,1074c67,add missing return keywords,0
6564,60b48c9,add missing KOKKOS_INLINE_FUNCTION attributes,0
6565,7fc0970,Merge pull request #344 from timattox/USER-DPD_zero_compute,0
6566,973bef4,Merge pull request #332 from akohlmey/coord-atom-orientorder-atom-enhancements,0
6567,c19d201,Merge pull request #334 from sstrong99/flow_gauss_changeRef,0
6568,8c5b108,Merge pull request #340 from stanmoore1/fix_rx_neighborlist,0
6569,cd7bdf9,Merge pull request #341 from stanmoore1/qeq_kk_neighlist,0
6570,83408b1,Merge pull request #342 from epfl-cosmo/ipi-multiinit-bug,0
6571,ad4d299,Merge pull request #335 from stanmoore1/neighbor_fixes,0
6572,c52a263,Merge pull request #339 from akohlmey/fixes-for-srp-example,0
6573,d2fc88a,patch 17Jan17,0
6574,4eb08a5,USER-DPD: Skip a0*stuff computations  if a0 was set to zero in pair_coeff. This saves around 10% of the runtime for many of our tests using SSA.,0
6575,93262b5,Merge pull request #343 from timattox/USER-DPD_bugfix_molecule,0
6576,3af4b3c,Merge pull request #337 from ohenrich/user-cgdna,0
6577,3d40b51,remove unused variable,0
6578,05cafb7,USER-DPD: cleanup initialization of splitFDT_flag in pair_dpd_fdt.cpp,0
6579,f6cd986,"USER-DPD: Also apply ""check if a0 is zero"" optimization to pair_dpd_fdt This relates to commit 4eb08a5822 that was applied to pair_dpd_fdt_energy",0
6580,fbfb1df,fix typo causing wrong neighbor list copy selections,0
6581,f8d3c4c,Merge pull request #345 from timattox/USER-DPD_another_zero_compute,0
6582,5d0e4e1,Merge pull request #346 from stanmoore1/kokkos_fixes,0
6583,aa0ad9b,Merge pull request #349 from akohlmey/collected-small-fixes,0
6584,caea897,add neighbor list kind output to screen,0
6585,e699612,remove dead code,0
6586,31976d1,skip list definition was missing NP_HALFFULL flag,0
6587,b5cb74b,skip list build is compatible with NP_GHOST,0
6588,04265d5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12422 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6589,9.30E+07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12421 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6590,05f0f1d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12420 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6591,77dedf1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12419 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6592,efd8722,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12328 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6593,6e622a5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12330 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6594,f981460,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12331 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6595,e3879a1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12332 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6596,ef24ec8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12334 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6597,c2bd9af,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12335 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6598,6a587c1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12336 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6599,47d7083,Tweaked GJF text,0
6600,1bef8ec,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12340 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6601,a0fba99,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12341 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6602,05c3613,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12342 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6603,fbbbb73,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12343 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6604,15ae2e3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12344 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6605,6809f93,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12345 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6606,6e78f83,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12346 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6607,508ea4a,Added Steve's suggestions,0
6608,4ea728d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12348 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6609,80b0216,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12349 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6610,b74fcc8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12350 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6611,107a22b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12351 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6612,5b64a67,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12352 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6613,bd0eaad,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12353 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6614,00dab32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12354 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6615,7d6b59f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12327 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6616,b69be17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12326 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6617,e3824e9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12325 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6618,405a2fd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12309 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6619,b7e6d76,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12286 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6620,d62844f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12287 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6621,92a3a22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12288 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6622,f75219d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12292 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6623,927bf8f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12293 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6624,be1b3bd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12295 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6625,eb0e123,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12294 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6626,2cff5bf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12301 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6627,b5ffafc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12302 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6628,7e3fd44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12303 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6629,0f6eb08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12310 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6630,2fbbc61,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12322 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6631,71eeff3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12311 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6632,d6c42ed,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12312 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6633,64bc87a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12313 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6634,b05729b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12314 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6635,18a1c57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12315 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6636,10dfed7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12316 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6637,af7d84d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12317 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6638,b2f3ef5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12318 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6639,3f6a802,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12320 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6640,8831166,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12321 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6641,d44d135,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12355 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6642,845f619,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12356 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6643,9b5124c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12358 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6644,05aa1d3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12407 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6645,e814b5d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12397 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6646,37ab275,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12398 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6647,af4909a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12399 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6648,3b20ca9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12400 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6649,d143c88,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12401 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6650,9b4e856,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12402 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6651,451d5c0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12403 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6652,68d424d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12404 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6653,f6c0d4f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12405 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6654,777e829,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12406 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6655,8dce3d3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12408 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6656,0c0e5c3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12394 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6657,31509b7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12409 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6658,4a95e69,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12410 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6659,1fc5efe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12411 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6660,2a24e94,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12412 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6661,ed06a48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12413 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6662,076914c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12414 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6663,2011475,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12415 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6664,f05bbe4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12416 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6665,f29fa0a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12417 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6666,b3e0966,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12418 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6667,dfde50e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12396 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6668,f3e1138,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12393 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6669,6661ee7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12359 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6670,6470879,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12372 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6671,4e82448,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12360 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6672,b3f5ea4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12363 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6673,d1e51c4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12364 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6674,d9f92fa,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12365 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6675,7387b0c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12366 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6676,26fe852,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12367 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6677,71f5c17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12368 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6678,222d9ee,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12369 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6679,048a267,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12370 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6680,6e57c3a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12371 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6681,dc5ad10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12373 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6682,34d05e2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12391 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6683,444053f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12374 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6684,b2740c7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12375 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6685,ead2711,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12376 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6686,e800337,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12377 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6687,ad4daad,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12379 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6688,4420cd0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12380 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6689,41d05e0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12381 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6690,5a518e7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12382 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6691,d01c12f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12383 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6692,eca79d4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12390 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
6693,59f4a77,Whitespace change to npair_kokkos,0
6694,033b07f,Merge pull request #363 from ibaned/obey-datamask,0
6695,997142a,Merge pull request #364 from stanmoore1/kk_triclinic_neighlist,0
6696,3807545.0,new keywords for read_data: extra/X/per/atoms + changes to docs,0
6697,d47c6b2,Merge branch 'master' into USER-DPD_kokkos,0
6698,3e2cd6d,Merging from master to 13Dec16 version,0
6699,766b3fa,Merge branch 'exaalt' of gitlab.com:exaalt/lammps into exaalt,0
6700,cf40104,Merge branch 'exaalt' of gitlab.com:exaalt/lammps into exaalt,0
6701,a9d26b3,Updates to Kokkos files,0
6702,a58f763,fix_latte unpdated,0
6703,c0d6cbb,Updates to Kokkos files,0
6704,d5f8f36,Change to fix_property_atom to allow virtual override of grow_arrays() function,0
6705,a3c1d38,Adding Kokkos version of fix_property_atom,0
6706,8474453,Merge branch 'master' into USER-DPD_kokkos: as of 17Dec16 patch,0
6707,5cae3ec,Whitespace cleanup to pair_dpd_fdt_energy  should be cherry-picked to Master,0
6708,ac57f47,Small whitespace tweak to pair_dpd_fdt_energy,0
6709,21bb603,Porting recent changes from USER-DPD package to KOKKOS package,0
6710,3f1f51c,Changes necessary for runtime testing of Kokkos styles,0
6711,99910fc,Adding CPU runtime tested version of pair_dpd_fdt_energy_kokkos,0
6712,f62a6fe,Renaming rand_pool_wrap to rand_pool_wrap_kokkos,0
6713,889ee78,Change necessary for pair_exp6_rx_kokkos to compile on GPU,0
6714,07bee39,Merge branch 'USER-DPD_whitespace' into USER-DPD_kokkos,0
6715,163b61a,Removing pair_table_rx_kokkos from Kokkos Install.sh since it isn't ready for runtime testing,0
6716,26c21da,Merge branch 'master' into USER-DPD_kokkos as of 21Dec16 patch,0
6717,ccaa050,LAMMPS_LAMBDA from ibaned/lammps@7559bc9,0
6718,66cdd3a,draft fix_dpd_energy_kokkos.h,0
6719,53e0799,save draft of fix_dpd_energy_kokkos.cpp,0
6720,f93c62d,Reverting accidental change,0
6721,1dbf6d4,Adding Kokkos files,0
6722,5f78c2b,test push,0
6723,ef8d507,changes in latte makefile for lattelib and README,0
6724,423971.0,whitespace cleanup,0
6725,4339379.0,patch 6Jul17,0
6726,bda0730,Modified the quip/lammps interface to pass lammps atom ids,0
6727,6f23f65,initial dummy version of fix_latte.cpp,0
6728,7eb05b3,initial dummy version of fix_latte.cpp,0
6729,031d4ac,initial dummy version of fix_latte.cpp,0
6730,e59552c,changes for lattelib,0
6731,765fe3c,changes for lattelib,0
6732,f3d6ecf,changes for lattelib,0
6733,f040f15,changes in latte makefile for lattelib and README,0
6734,b912db5,changes in latte makefile for lattelib and README,0
6735,ee4d1b3,test push,0
6736,1d93923,USER-DPD: initial Kokkos port  first steps from Aug 24th ARL Kokkos hackathon atom_vec_dpd_kokkos pair_dpd_fdt_energy_kokkos without the Oct 7th VV support from e27ed6c,0
6737,7590791,Integrating atom_vec_dpd into the Kokkos package,0
6738,91e3872,Adding pair_exp6_rx_kokkos files,0
6739,6d94439,Integrating pair_dpd_fdt_energy_kokkos files,0
6740,f209c8c,changes in fix_latte,0
6741,d43bd57,changes in fix_latte,0
6742,fe99fc2,changes in fix_latte,0
6743,6e6776f,Finish moving/integrating atom_vec_dpd_kokkos into the Kokkos package,0
6744,3f68d37,Merge branch 'master' into USER-DPD_kokkos: up to date to 30Nov16 patch,0
6745,544e23f,test push,0
6746,04e2f17,first draft fix_dpd_energy_kokkos,0
6747,89795b3,got fix_dpd_energy_kokkos to compile,0
6748,f6fe611,CPU runtime tested version of pair_multi_lucy_rx_kokkos,0
6749,d65676e,make everything public to appease NVCC,0
6750,f995bb4,starting to add getMixingWeights,0
6751,21cde62,add member variables from PairTableRX,0
6752,26d5085,Merge branch 'master' as of patch 6Jan17 into USER-DPD_kokkos,0
6753,9807062,Merge branch 'pair-table-rx-inherit' of https://github.com/ibaned/lammps into ibaned-pair-table-rx-inherit,0
6754,4d5abe6,draft compute_fpair for PairTableRXKokkos,0
6755,001964e,Merge branch 'ibaned-pair-table-rx-inherit' into USER-DPD_kokkos,0
6756,c877c07,progress towards custom compute functor,0
6757,1f6cfb1,Makefile.lammps.gfortran changed,0
6758,55aa91b,copy uCG and uCGnew correctly,0
6759,98c6608,Merge pull request #8 from ibaned/pair-multi-lucy-rx-kokkos-rho,0
6760,6a9a0e8,tracking down some invalid reads...,0
6761,7201f00,move another enum back,0
6762,b5ff41f,made MixingWeights code non-member,0
6763,cb9fdf7,starting to separate compute_item from the class,0
6764,c2bb20e,made compute_fpair a free function as well,0
6765,41804ff,progress converting compute_style,0
6766,fdb6b91,near trying to compile,0
6767,5dcbbba,lots of work towards compiling,0
6768,52761ae,it compiles.,0
6769,b7d0dc8,Merge branch 'debug' into pair-table-rx-kokkos,0
6770,f51ddf8,Makefile.lammps.gfortran,0
6771,0c3b942,cleanup changes to Install.sh,0
6772,6abefe7,restarting PairTableRXKokkos,0
6773,d8ddef3,put enum back in .cpp file,0
6774,a4ab877,Change to allow pair_dpd_fdt_energy_kokkos,0
6775,b5c7d44,Merge branch 'USER-DPD_kokkos_updates' into USER-DPD_kokkos,0
6776,a36e563,Temporarily reverting change to pair_table_kokkos to allow runtime testing,0
6777,cc1b55e,Merging USER-DPD updates,0
6778,2db66e4,USER-DPD: make pair_dpd_fdt* check more generically for use of fix_shardlow Allows easier experimentation of alternative shardlow implementations.,0
6779,0512e78,USER-DPD: new neighbor list code for SSA that gives neighbors to ghosts. This simplifies the processing of the neighbor list in fix_shardlow. NOTE: pair evaluation order changes  causing numerical differences!,0
6780,e3ebd8e,remove syncs that shouldn't be needed,0
6781,2af10cb,Updating fix_eos_table_rx_kokkos to USER-DPD changes,0
6782,f220b07,Updating pair_exp6_rx_kokkos to USER-DPD changes,0
6783,dae132c,place newline at end of file,0
6784,6d7607a,member function containing lambdas must be public,0
6785,ae0e882,Updating pair_multi_lucy_rx_kokkos to USER-DPD changes,0
6786,fe3c98c,Merge pull request #4 from ibaned/dpd-fixes,0
6787,ad14025,"Revert ""move enum to pair.h""",0
6788,318ab9a,trying PairTableRX : public PairTable,0
6789,79ed1b5,Merge branch 'USER-DPD_updates' into USER-DPD_kokkos  bring over history.,0
6790,a1ac2ae,move enum to pair.h,0
6791,a4271ae,Added a Makefile for AFRL Thunder.,0
6792,cc4040d,Merge remote-tracking branch 'origin/USER-DPD_kokkos' into USER-DPD_kokkos,0
6793,70927d0,remove duplicate enum,0
6794,332372d,Renamed Makefile.afrl_thunder to Makefile.icex to be more general.,0
6795,967cdd9,cleanup,0
6796,e5906df,Merge branch 'exaalt' of gitlab.com:exaalt/lammps into exaalt,0
6797,49d644e,Merge pull request #7 from ibaned/pair-dpd-energy-kokkos-warnings,0
6798,5548704.0,Move stateless functions to separate module  improve style,0
6799,1257955.0,Merge branch 'master' of https://www.github.com/lammps/lammps,0
6800,9ef55fe,Merge branch 'kokkos_lammps_bigbig_fix' of https://github.com/rbberger/lammps into tagint-issue,0
6801,1370385.0,patch 23Jun17,0
6802,90e5ae9,Add missing flags to Kokkos Makefile,0
6803,15008c9,USER-DPD: performance optimizations to ssa_update() in fix_shardlow Overall improvements range from 2% to 18% on our benchmarks 1) Newton has to be turned on for SSA  so remove those conditionals 2) Rework the math in ssa_update() to eliminate many ops and temporaries 3) Split ssa_update() into two versions  based on DPD vs. DPDE 4) Reorder code in ssa_update_*() to reduce register pressure,0
